weight,inputstate,votereg,age,party_ID,askvote,vote_method
1.87450567516414,39,1,27,2,5,1
2.37397186142841,39,2,44,NA,NA,NA
0.480567222025992,39,1,53,1,5,2
1.13162626620594,39,1,60,3,5,2
0.335956693061708,39,1,83,4,5,3
0.520235036668951,39,1,68,1,3,NA
0.703931824570981,39,1,76,1,5,1
0.741090507510522,39,1,58,3,5,1
0.363066281093775,39,1,49,1,5,3
0.712603411303404,39,1,76,1,5,2
0.208087079844187,39,1,57,4,5,3
0.978196576098421,39,1,78,2,5,1
0.540895178325131,39,1,59,1,5,2
1.42931956843803,39,1,65,2,5,3
0.949959418693993,39,1,68,3,5,1
1.92516834279018,39,1,86,2,5,1
0.55489742938685,39,1,71,3,5,3
0.316303364408126,39,1,63,2,5,1
0.0569422644681833,39,1,66,1,5,1
0.536693305128688,39,1,68,3,5,3
0.167526536937491,39,1,63,4,5,1
0.55489742938685,39,1,74,1,5,2
1.16808083412524,39,1,69,1,5,2
0.776018294354471,39,1,78,3,5,3
0.57240235840395,39,1,38,1,5,3
0.761712274881218,39,1,73,2,5,3
2.58428233926861,39,2,59,2,NA,NA
0.6869342741591,39,1,27,1,5,3
1.26009862882844,39,1,70,3,5,2
1.36437816088451,39,1,39,2,5,1
1.32084411813021,39,1,58,2,5,1
1.28603123999443,39,1,76,2,5,2
0.337813787199222,39,1,65,2,5,3
1.92516834279018,39,1,80,2,5,3
0.924592744575537,39,2,63,4,NA,NA
1.31274874588843,39,1,61,1,5,3
1.79786868572247,39,1,43,3,5,1
0.437252512854916,39,1,59,2,5,3
1.41873483638253,39,1,39,3,1,NA
1.70297929380952,39,1,45,1,5,1
1.29383246913295,39,2,35,3,2,NA
0.786446273715529,39,1,61,1,5,1
0.699411005229084,39,1,49,3,5,3
0.367105083548729,39,1,47,1,5,1
0.500962196080864,39,1,56,2,5,1
2.71106673417212,39,2,50,2,NA,NA
0.697145936473806,39,1,71,1,5,2
0.697145936473806,39,1,69,1,5,3
0.936856937608587,39,1,67,3,5,1
1.07956128195736,39,1,63,2,5,1
0.492913037984384,39,1,46,3,5,1
0.694452702196631,39,1,48,1,5,1
0.741090507510522,39,1,63,3,5,3
0.532350223486142,39,1,67,3,5,3
1.30203212783569,39,1,54,2,5,1
1.07258119558724,39,1,39,1,5,2
0.180315240998098,39,1,46,1,1,NA
1.20001707060144,39,1,54,1,5,1
1.64727332356567,39,1,64,2,5,1
1.20001707060144,39,1,57,3,5,1
1.42606288545215,39,1,65,3,5,3
0.642895940610092,39,1,66,3,5,3
1.01039325917647,39,1,70,2,5,3
0.927825656283089,39,1,80,3,5,3
0.697145936473806,39,1,66,1,5,1
1.28603123999443,39,1,84,2,5,1
0.512327440607893,39,1,52,1,5,1
0.761999973710972,39,1,58,1,5,3
1.49819268834447,39,1,55,3,5,1
0.429430412446283,39,1,31,3,5,3
0.754490519148596,39,1,57,2,5,1
0.786446273715529,39,1,59,3,5,1
0.741090507510522,39,1,52,1,5,2
0.609362855157342,39,1,53,1,5,1
0.71932885374081,39,2,65,2,NA,NA
0.534013060541605,39,1,77,3,5,3
1.22281623230217,39,1,66,2,5,2
0.712603411303404,39,1,72,1,5,2
1.30203212783569,39,1,64,3,5,1
0.587092679525129,39,1,33,3,5,1
1.10320328373478,39,1,56,1,5,1
1.13820308313966,39,1,63,2,5,3
0.20550001506871,39,1,31,NA,NA,NA
1.53475082109995,39,1,80,3,5,3
0.500402306020669,39,1,55,3,5,3
1.00761724816496,39,2,32,3,NA,NA
0.909972330887745,39,1,57,2,5,1
0.479174218674241,39,1,54,1,5,1
1.30314059196388,39,1,55,3,5,1
0.554590342693929,39,1,41,2,5,3
0.0485924282607815,39,1,35,4,5,1
1.89513622306956,39,1,21,2,5,3
0.851351201369144,39,1,34,3,5,2
1.00597381623116,39,1,40,3,5,3
0.244496771089871,39,1,35,3,5,1
1.04813182706586,39,1,48,2,5,1
1.01413934831512,39,1,53,1,5,3
1.99678964729891,39,2,50,1,NA,NA
0.804751835177659,39,1,58,1,5,2
0.584381423436026,39,1,28,3,5,1
0.988576638050653,39,1,37,1,5,1
0.677612492358548,39,1,39,3,5,1
0.605444124619837,39,1,60,2,5,1
0.627327494521317,39,1,62,3,5,3
0.55489742938685,39,1,70,2,5,1
0.353071738719382,39,1,66,1,5,1
0.536693305128688,39,1,71,1,5,2
0.923767362629703,39,1,39,1,5,1
0.968030077022058,39,1,49,3,5,1
0.722987265887316,39,1,53,1,5,1
1.30314059196388,39,1,62,3,5,3
1.01039325917647,39,1,79,3,5,3
0.898789530637342,39,1,77,2,5,3
0.363824788213378,39,1,56,3,3,NA
0.736954170076813,39,1,62,1,5,1
0.379056491922007,39,1,29,3,5,2
0.535558475857051,39,1,32,1,5,1
0.298576511039283,39,1,36,1,5,1
1.86972929781421,39,1,69,1,5,3
0.812164086756612,39,1,68,1,5,2
0.761712274881218,39,1,69,2,5,2
0.623874650661355,39,1,69,3,5,3
0.535433105501413,39,1,67,1,5,1
0.153134325819744,39,2,27,1,NA,NA
0.137882492037484,39,1,85,1,5,2
0.317590376375225,39,1,32,3,1,NA
0.9231197719462,39,1,63,2,5,2
0.460068207119722,39,1,50,1,5,1
0.214227242317793,39,1,73,1,5,1
0.926111429086234,39,1,37,3,5,1
0.856432464747645,39,1,52,1,5,1
0.513506040360906,39,1,59,3,5,3
0.627327494521317,39,1,61,1,5,3
0.978196576098421,39,1,83,2,5,3
0.200088331239388,39,1,78,2,5,3
0.851351201369144,39,1,37,1,5,1
0.230025778247384,39,1,51,2,5,1
0.422805390621607,39,1,30,1,5,2
0.328388296036943,39,1,58,1,5,1
1.58839575462798,39,1,73,1,5,3
0.645279513024619,39,1,61,1,5,3
0.90263235586778,39,1,57,3,5,3
0.85610186161564,39,1,93,2,5,3
0.570087973783348,39,1,65,2,5,1
0.160914668563494,39,1,65,4,5,1
2.69966180169667,39,1,59,3,5,3
0.655605282838804,39,1,48,1,5,3
0.754490519148596,39,1,63,2,5,3
1.25736615800494,39,1,32,2,5,1
0.412961366294867,39,1,33,3,5,3
1.3166805001159,39,1,81,3,5,3
1.41949496531832,39,1,60,2,5,1
0.34417197566704,39,1,66,2,4,4
0.662379750095375,39,1,48,3,5,1
0.28872571091616,39,1,38,1,5,1
0.72042645772734,39,1,45,1,5,1
0.37438740899115,39,1,60,1,5,1
0.909451582379258,39,1,60,3,5,3
0.980498867361204,39,1,87,2,5,3
0.978196576098421,39,1,67,2,5,1
0.714907154880385,39,1,50,3,5,1
0.174527735532358,39,1,45,3,5,1
0.290175011570567,39,1,82,4,5,3
0.367105083548729,39,1,62,1,5,1
0.0566791691676381,39,1,53,4,5,1
1.21315976175122,39,1,19,NA,NA,NA
0.626508345944578,39,1,66,2,5,3
0.512327440607893,39,1,46,3,5,3
0.702703213507415,39,1,64,2,5,1
0.560053789338043,39,1,51,1,5,2
0.692033011463973,39,1,78,1,5,1
0.0738098738152195,39,1,82,4,5,3
0.627327494521317,39,1,57,1,5,1
0.531235687844277,39,1,63,1,5,3
0.408856304054568,39,1,70,1,5,1
1.38540419073152,39,1,73,2,5,1
0.801779194273753,39,1,74,3,5,3
0.720682383424766,39,1,81,2,5,1
1.02811254735267,39,1,72,1,5,3
0.856432464747645,39,1,53,2,5,3
0.08925128177505,39,1,70,4,5,1
0.541998476901359,39,1,54,NA,NA,NA
0.637840579037614,39,1,54,3,5,2
0.77982167325085,39,1,70,1,5,3
0.667758336612023,39,1,70,1,5,2
6.01547819839346,39,3,31,3,5,1
0.550637466577643,39,1,44,1,5,2
0.721145403855088,39,1,42,1,5,3
1.367335610208,39,1,34,2,5,1
2.23725294002579,39,3,61,1,1,NA
2.5706941676781,39,1,35,1,5,1
0.556837626090216,39,1,61,1,5,2
0.604277989501686,39,1,66,3,5,1
1.62381219794912,39,1,61,2,5,1
1.0329219869771,39,1,52,3,5,1
2.71106673417212,39,2,63,2,NA,NA
0.971772883569036,39,1,75,3,5,1
0.6704988486441,39,1,69,3,5,1
0.169941953309471,39,1,69,1,5,1
0.349984884943399,39,1,43,3,5,2
1.78883183130202,39,1,57,2,5,3
1.16838877513018,39,1,71,3,5,1
0.703931824570981,39,1,70,1,5,1
0.160447013908065,39,1,55,1,5,2
0.416936614586107,39,1,69,1,5,2
0.776230101994922,39,1,85,2,5,3
0.486097412471359,39,1,50,1,5,1
0.468723104574925,39,1,76,1,5,3
0.51332482922293,39,1,72,2,5,3
0.786446273715529,39,1,61,1,5,3
0.556837626090216,39,1,57,4,5,2
0.471543208128205,39,1,63,1,5,3
1.28246751058948,39,2,47,2,NA,NA
0.453417356292799,39,1,67,3,5,3
1.26871358638703,39,1,57,2,5,1
0.341677835613741,39,1,74,2,5,1
0.390892124365231,39,1,69,NA,NA,NA
0.481180900212079,39,1,74,3,5,2
0.71932885374081,39,2,63,1,NA,NA
1.1235680995943,39,1,61,3,5,1
0.729649162479378,39,1,60,2,5,1
1.4607315779828,39,1,49,1,5,3
0.89775170700906,39,1,68,1,5,3
1.02026540168303,39,1,60,2,5,3
1.23356279051256,39,1,36,2,5,1
0.662845127552229,39,1,39,1,5,3
0.379654512855058,39,1,69,1,2,NA
0.925966470139794,39,2,52,3,NA,NA
0.265289633095529,39,1,70,1,5,1
0.604442922076168,39,1,82,2,5,3
0.712603411303404,39,1,77,1,5,3
1.62381219794912,39,1,62,3,5,3
1.31420129827806,39,1,66,1,5,2
0.282397616923855,39,1,51,2,5,2
1.30314059196388,39,1,47,3,5,2
1.01039325917647,39,1,67,2,5,1
0.118333287267627,39,1,49,4,5,2
1.13137230625321,39,1,57,1,5,1
0.603522829292901,39,1,54,1,5,1
1.4779173409349,39,2,20,3,NA,NA
1.65606768696421,39,1,30,2,5,2
0.451142366484665,39,2,39,1,1,NA
0.945482651912906,39,1,68,2,5,3
0.658326378265779,39,1,51,1,5,1
0.285736607795126,39,1,49,1,5,3
0.469084749481674,39,2,58,4,NA,NA
0.188696653290873,39,1,47,1,5,3
1.55494645791251,39,1,39,2,5,3
9.4891125947594,39,2,70,3,5,1
1.3152965280949,39,1,72,2,5,1
1.10438804366343,39,1,51,3,5,2
0.856432464747645,39,1,64,2,5,1
0.37438740899115,39,1,47,1,5,3
0.280325559076255,39,1,76,3,5,3
0.0949659471754308,39,1,67,1,5,1
0.703931824570981,39,1,83,1,5,3
0.205836240107553,39,1,81,3,3,NA
0.846106041090266,39,1,74,3,5,3
0.712603411303404,39,1,70,3,5,3
0.86062996522707,39,1,64,1,5,3
0.539843554905811,39,1,28,2,5,1
0.597358828384583,39,1,34,1,5,3
0.422942267322389,39,1,27,3,2,NA
3.97313556014322,39,1,30,1,5,1
0.35999617063284,39,1,73,1,5,3
0.21433495876255,39,1,53,3,5,1
1.27363392568151,39,1,70,2,5,1
0.0810553383272889,39,1,65,1,5,2
0.374690943605447,39,1,69,3,5,2
0.712690192037163,39,1,57,1,5,1
0.438943624779905,39,1,25,1,5,1
0.68650187284269,39,1,58,1,5,3
0.414659370103945,39,1,61,1,5,1
0.703931824570981,39,1,79,1,5,3
0.936856937608587,39,1,77,1,5,3
3.27929198218625,39,1,74,1,5,3
1.66129367322405,39,1,68,1,5,3
0.686906369878102,39,1,65,3,5,1
0.909451582379258,39,1,61,2,5,3
1.22281623230217,39,1,67,2,5,1
0.374079724465121,39,1,91,2,5,3
0.535433105501413,39,1,73,1,5,3
1.03320391431106,39,1,52,2,5,1
0.622667079462966,39,1,43,1,5,2
1.65844730386995,39,1,47,1,5,2
0.512327440607893,39,1,50,1,5,3
1.34547365367405,39,1,77,2,5,1
1.93115814712784,39,2,46,1,4,2
1.01730104785757,39,1,63,2,5,2
0.985685827329419,39,2,59,NA,NA,NA
0.55489742938685,39,1,68,3,5,1
0.55489742938685,39,1,72,1,5,3
1.0329219869771,39,1,61,3,5,1
0.467387484122173,39,1,26,1,5,1
0.371038872050848,39,1,41,1,5,1
0.693284978948792,39,1,24,3,5,2
0.662723094859704,39,1,48,1,5,1
1.01413934831512,39,1,64,1,5,2
0.315043429896206,39,1,45,1,5,1
0.714280600375376,39,1,73,1,5,1
0.177747119206095,39,1,47,NA,NA,NA
0.449657540468875,39,1,57,1,5,2
0.899141379992696,39,3,70,4,NA,NA
0.914184151792958,39,1,55,1,5,1
0.520142476153429,39,1,57,2,5,1
1.30314059196388,39,1,65,3,5,1
1.78883183130202,39,1,65,2,5,3
1.40137751737589,39,1,61,2,5,3
2.0677210604173,39,1,76,3,5,1
0.440877615898314,39,1,27,NA,NA,NA
0.885655129031995,39,1,40,2,5,1
0.971772883569036,39,1,73,2,5,3
2.40094831094882,39,1,78,2,5,3
0.924241253462949,39,1,57,1,5,2
0.239337855566823,39,1,60,1,5,3
0.881630569250643,39,1,61,1,5,3
0.251164543262101,39,1,53,1,5,2
0.533704015003008,39,1,82,2,5,1
1.28603123999443,39,1,70,2,5,1
0.604978147916144,39,1,60,2,5,1
0.692033011463973,39,1,66,1,5,1
0.266328304600916,39,1,57,4,5,2
1.10739845032629,39,1,38,2,5,1
0.698357793443571,39,1,63,1,5,3
1.27363392568151,39,1,72,2,5,1
0.416936614586107,39,1,70,1,5,3
0.909972330887745,39,1,58,2,5,1
0.583135079149594,39,1,44,1,5,3
0.942516155552773,39,1,84,1,5,1
0.722933490533411,39,1,76,2,5,NA
0.936856937608587,39,1,72,3,5,3
7.14144103254659,39,2,25,3,NA,NA
0.346524987483253,39,1,48,NA,NA,NA
0.578510579435913,39,1,51,3,5,3
0.21571577476109,39,1,36,NA,NA,NA
0.833572712810807,39,1,27,2,5,1
0.366803431048815,39,1,49,3,1,NA
1.26009862882844,39,1,76,2,5,3
1.31251802660003,39,1,60,3,5,2
0.799822265114503,39,1,38,3,5,1
1.33480888273601,39,1,26,1,5,1
0.0934019159911061,39,1,53,1,5,3
0.136175671611122,39,1,53,2,1,NA
0.985685827329419,39,2,62,1,NA,NA
3.25668397740225,39,2,57,2,NA,NA
1.43385246225645,39,1,79,3,5,2
1.30680710413817,39,1,51,3,5,1
1.02022823809866,39,1,76,3,5,1
0.500416629903994,39,1,57,2,5,3
1.09755865983401,39,1,62,1,5,1
0.640412286480705,39,1,60,3,5,3
0.145779483081167,39,1,62,4,5,1
0.912814699772906,39,1,54,3,5,1
0.213378323956304,39,1,47,1,1,NA
0.459094313103923,39,1,68,1,5,1
0.453472573388668,39,1,57,1,5,2
0.909972330887745,39,1,58,2,5,1
0.512327440607893,39,1,55,1,5,1
1.10918997293736,39,1,51,2,5,1
1.41949496531832,39,1,57,2,5,3
1.8217321243837,39,1,56,1,5,3
0.469436653830983,39,1,55,2,5,1
0.618699688420963,39,1,27,1,5,3
0.722987265887316,39,1,56,1,5,1
1.05377476223086,39,1,67,1,5,2
0.972931716980914,39,1,61,2,5,1
0.387661196303324,39,1,30,1,5,2
6.05278815678895,39,1,41,3,5,1
0.872261211832527,39,1,51,1,5,2
1.65606768696421,39,1,26,4,5,1
1.99678964729891,39,2,59,3,NA,NA
0.784844371219282,39,1,74,1,5,1
0.66999409144906,39,1,53,2,5,3
1.01740107709449,39,2,64,3,NA,NA
0.730208816575254,39,1,38,1,5,2
2.23091802855609,39,1,55,2,5,1
0.34008424567614,39,1,61,2,5,1
0.834904879820001,39,1,63,1,5,1
0.860737247332205,39,1,57,1,5,3
0.674725961937905,39,1,61,3,5,3
0.702703213507415,39,1,61,3,5,1
0.187826234606138,39,1,42,3,5,3
0.315422363374711,39,1,49,2,5,1
0.732838767425928,39,1,35,1,5,1
1.72195073798404,39,2,39,3,NA,NA
0.28427140567665,39,1,29,1,5,2
1.68528893183154,39,2,45,1,NA,NA
0.993931644733483,39,1,42,1,5,1
0.408794473803592,39,1,25,NA,NA,NA
0.469537891453037,39,1,57,1,5,3
0.686906369878102,39,1,62,3,5,3
0.730414826920455,39,1,37,NA,NA,NA
0.689856089642171,39,1,29,3,5,1
0.9231197719462,39,1,63,2,5,1
0.761999973710972,39,1,51,3,5,2
0.849676234415935,39,1,59,3,5,1
0.526018577268568,39,1,58,1,5,2
1.00597381623116,39,1,45,2,5,1
1.58743341414241,39,2,70,2,1,NA
2.16901592661018,39,1,54,4,5,1
1.34223940245283,39,1,42,3,5,1
1.66827269599271,39,2,37,NA,NA,NA
1.337682184502,39,2,35,2,NA,NA
1.1460808099613,39,1,60,3,5,3
1.28819503461202,39,1,64,2,5,3
0.652952215967134,39,1,35,3,5,1
0.534444692780415,39,1,50,3,5,1
1.58839575462798,39,1,79,2,5,3
0.206726722153353,39,1,55,1,1,NA
3.63142803862217,39,1,45,3,5,1
0.843970206580606,39,1,36,NA,NA,NA
1.37710528318285,39,2,59,1,NA,NA
1.95952630184952,39,1,40,2,5,1
1.69274959422974,39,1,53,3,5,1
0.742503307131585,39,1,58,3,5,3
1.07956128195736,39,1,63,3,5,3
1.03798448835813,39,1,51,3,5,2
0.840430509618347,39,1,60,2,5,1
0.578706619372565,39,1,29,NA,NA,NA
1.01413934831512,39,1,59,3,5,1
0.500402306020669,39,1,49,1,5,1
0.590916860579319,39,1,61,1,5,3
1.07956128195736,39,1,60,2,5,1
2.84754981044673,39,2,66,3,NA,NA
0.658326378265779,39,1,49,1,5,1
0.761999973710972,39,1,48,1,5,1
0.28427140567665,39,1,27,1,5,2
0.391436681468213,39,1,27,NA,NA,NA
1.13960074376456,39,1,33,2,5,3
0.528559119437263,39,1,68,2,5,1
0.512327440607893,39,1,65,1,5,2
0.484847543661431,39,1,65,1,5,1
0.344796310031611,39,1,64,2,5,1
0.140557235510416,39,1,62,1,1,NA
1.32885390671829,39,2,36,1,NA,NA
1.34636061630053,39,1,61,2,5,3
1.79141969203082,39,1,27,1,5,1
0.438943624779905,39,1,25,1,5,1
0.729649162479378,39,1,56,2,5,3
0.697145936473806,39,1,82,3,5,3
1.53475082109995,39,1,78,1,5,3
0.776112797742928,39,1,51,1,5,1
0.857535699948173,39,3,27,3,NA,NA
0.615084645287951,39,1,60,2,5,1
0.604978147916144,39,1,58,2,5,2
0.512734398940643,39,1,53,2,5,3
0.148141765169785,39,1,47,2,1,NA
1.07956128195736,39,1,64,2,5,1
1.243015373722,39,1,54,1,5,1
1.17661960960037,39,1,71,3,5,3
1.22495167236136,39,1,76,2,5,1
1.07956128195736,39,1,65,2,5,1
0.23821630169239,39,1,57,3,5,1
0.184012112664666,39,1,66,3,5,1
1.3152965280949,39,1,74,2,5,3
0.9231197719462,39,1,47,2,5,2
1.40245995736094,39,1,70,1,5,1
3.0567086673998,39,1,57,2,5,3
0.737938895681739,39,1,64,1,5,1
0.88931141118035,39,1,24,3,5,3
0.332147832933237,39,1,59,4,5,1
0.744167671907412,39,1,66,1,5,1
0.737938895681739,39,1,64,1,5,2
0.35791139581598,39,1,76,3,5,1
0.104823132986094,39,1,82,2,5,3
1.39211744214645,39,1,59,3,5,1
1.02825292539532,39,1,27,3,5,3
2.0677210604173,39,1,76,2,5,3
0.665824966351903,39,1,35,NA,NA,NA
1.04124061073096,39,1,63,1,5,3
1.30203212783569,39,1,46,2,5,1
0.651222927975921,39,1,68,1,5,2
1.00736125586622,39,1,56,2,5,2
1.24142162452209,39,1,43,3,5,1
1.08301983150873e-4,39,1,27,4,5,1
0.0956067456171259,39,1,63,3,5,1
1.04784582639595,39,1,65,1,5,1
0.550637466577643,39,1,35,1,5,2
0.357026928282143,39,1,56,2,NA,NA
0.885780506035762,39,1,64,2,5,1
2.40094831094882,39,1,79,2,5,2
0.526018577268568,39,1,60,1,5,3
0.97914857407705,39,1,48,1,5,2
0.0744196989806415,39,1,48,NA,NA,NA
1.09775688662997,39,1,54,3,5,3
0.104545058912562,39,1,59,4,5,1
0.573713395500861,39,1,54,1,5,1
6.64605145728309,39,1,59,1,5,1
1.73616090971022,39,1,63,2,5,1
0.426857918123106,39,1,87,2,5,1
1.00820226393389,39,1,33,2,5,3
0.768196362236038,39,1,55,1,5,1
1.0329219869771,39,1,64,3,5,1
0.907521523418354,39,1,66,1,5,1
1.02727486667032,39,1,22,1,5,2
0.741090507510522,39,1,54,4,5,1
1.10438804366343,39,1,63,2,5,1
0.622667079462966,39,1,37,3,5,1
1.07956128195736,39,1,63,2,5,2
0.464750455254737,39,1,36,NA,NA,NA
1.0445427645894,39,1,70,1,5,1
0.666755618717231,39,1,52,3,5,1
0.538583330357701,39,2,29,NA,NA,NA
1.43385246225645,39,1,68,2,5,1
0.626508345944578,39,1,77,3,5,1
7.18859588003661,39,1,70,2,5,3
0.438943624779905,39,1,25,1,5,1
0.529259276120182,39,1,52,1,5,3
0.948513375116323,39,1,54,1,5,2
0.435384260276631,39,1,32,3,4,4
0.0994303419759595,39,1,50,4,5,1
0.97914857407705,39,1,65,3,5,1
0.962217663993252,39,1,54,1,5,2
0.600842216951994,39,1,66,1,5,3
0.395618239795456,39,1,52,1,5,1
1.00244811139613,39,1,57,2,5,1
0.856432464747645,39,1,54,1,5,3
0.918860130451079,39,1,35,1,5,2
0.57240235840395,39,1,41,1,5,3
0.476309906204492,39,1,64,1,5,1
0.856432464747645,39,1,65,3,5,3
0.232457221056968,39,1,47,1,5,1
0.479174218674241,39,1,57,1,5,2
1.13137230625321,39,1,56,1,5,1
1.54043402893704,39,2,59,2,NA,NA
0.114731502229431,39,1,50,3,1,NA
1.19800710793398,39,1,62,1,5,2
0.722987265887316,39,1,54,1,5,3
1.92516834279018,39,1,71,3,5,1
0.901664034405348,39,1,56,1,5,1
1.39211744214645,39,1,60,3,5,1
0.761999973710972,39,1,64,1,5,1
0.712690192037163,39,1,54,1,5,1
1.13599086210713,39,2,63,4,NA,NA
0.438545933535687,39,1,63,2,5,2
0.512327440607893,39,1,57,1,5,2
8.97212832656972,39,1,45,3,5,1
1.10438804366343,39,1,58,2,5,2
0.702703213507415,39,1,56,3,5,2
0.447364815826671,39,1,57,3,5,3
0.559889083187915,39,1,58,2,5,3
1.02727486667032,39,1,26,3,5,3
1.98384884707361,39,1,65,3,5,3
0.761999973710972,39,1,52,1,5,2
0.590916860579319,39,1,64,1,5,2
1.07956128195736,39,1,58,2,5,1
0.775434631277525,39,1,34,1,5,1
0.486097412471359,39,1,65,1,5,1
1.01214963764657,39,1,52,2,5,2
0.786446273715529,39,1,53,1,5,3
1.05689465142179,39,2,32,3,NA,NA
1.1722133021556,39,1,30,1,5,3
0.484733676255268,39,1,35,3,5,3
0.397300437319286,39,1,57,1,5,2
1.00761724816496,39,2,33,4,NA,NA
0.54166133917626,39,1,53,3,5,3
1.34636061630053,39,1,60,3,5,3
0.350270731194066,39,1,53,1,5,3
1.25736615800494,39,1,33,2,5,3
0.722987265887316,39,1,64,1,5,1
0.829166058867662,39,1,58,1,5,1
0.512327440607893,39,1,53,1,5,1
1.16348573948885,39,2,59,1,NA,NA
1.10468947705408,39,1,63,3,5,2
0.666726368230375,39,1,60,2,5,1
0.531235687844277,39,1,53,1,5,1
0.333026668940957,39,1,48,1,1,NA
0.550896445955816,39,1,58,2,5,3
1.17371754700125,39,1,45,1,5,1
5.49587165776647,39,1,58,3,5,2
1.56209079959018,39,1,38,1,5,1
0.230975030136705,39,1,41,NA,NA,NA
0.776413848739343,39,1,49,2,5,1
0.656213749265613,39,1,36,3,5,2
1.46003027685377,39,1,44,3,5,3
0.627327494521317,39,1,64,1,5,1
1.04784582639595,39,1,51,2,5,3
0.897532230451409,39,1,55,3,5,1
0.590916860579319,39,1,64,1,5,2
0.909203422982613,39,1,57,3,5,3
0.17008160830507,39,1,54,3,5,1
0.191727830697755,39,1,46,3,2,NA
0.9083684652208,39,1,53,1,5,1
0.80098010158917,39,1,59,2,5,1
0.909451582379258,39,1,64,2,5,3
0.741090507510522,39,1,61,1,5,1
1.47814505561084,39,1,24,3,5,2
0.761999973710972,39,1,57,1,5,1
0.786446273715529,39,1,61,1,5,1
3.74704234871518,39,1,53,3,5,1
2.16941255068298,39,2,39,NA,NA,NA
0.529519530753868,39,1,44,1,3,NA
0.416936614586107,39,1,81,1,5,3
0.453769410619987,39,1,36,1,5,2
2.40094831094882,39,1,73,2,5,1
0.892068920963795,39,1,28,3,5,1
1.5346280618019,39,1,57,3,5,1
0.550637466577643,39,1,31,1,5,1
0.972931716980914,39,1,55,2,5,2
0.627327494521317,39,1,62,1,5,2
1.00820226393389,39,1,36,2,5,1
0.779464229151639,39,1,55,3,5,1
0.674904858800855,39,1,42,1,5,2
1.1460808099613,39,1,52,3,5,2
0.0872242035979572,39,1,68,1,5,1
1.00820226393389,39,1,38,3,5,1
0.722987265887316,39,1,60,1,5,2
0.527686774087478,39,1,67,1,5,2
1.07956128195736,39,1,65,2,5,1
1.4607315779828,39,1,61,1,5,1
0.780132305508881,39,1,59,2,5,3
0.289109819958628,39,1,65,1,5,3
0.111174694540926,39,1,57,3,5,1
2.01935697009316,39,1,70,3,5,2
1.17371754700125,39,1,33,1,5,3
2.50070670217703,39,1,52,3,5,1
1.59072270729461,39,1,56,3,5,2
0.686173818915884,39,1,64,1,5,3
0.141701813007044,39,1,21,NA,NA,NA
0.550637466577643,39,1,36,1,5,3
0.901664034405348,39,1,61,1,5,2
0.627597412761044,39,1,50,3,5,2
0.754490519148596,39,1,60,2,5,1
0.590916860579319,39,1,64,1,5,1
0.386872096172676,39,1,56,1,5,1
0.722987265887316,39,1,56,1,5,2
0.989115851561254,39,1,37,2,5,1
1.30680710413817,39,1,48,4,5,1
0.512327440607893,39,1,49,1,5,2
1.07956128195736,39,1,64,3,5,1
0.315704813217389,39,1,47,2,5,3
0.924241253462949,39,1,47,3,5,1
0.989115851561254,39,1,44,3,5,1
0.485684499143765,39,1,50,3,5,2
0.761999973710972,39,1,52,3,5,2
0.285113232822652,39,1,68,1,5,1
0.531235687844277,39,1,60,1,5,1
0.453769410619987,39,1,41,1,5,1
