"","inputstate","votereg","age","party_ID","askvote","vote_method"
"907",39,1,25,3,5,1
"908",39,1,60,1,5,3
"909",39,1,21,2,5,1
"910",39,1,50,NA,NA,NA
"911",39,1,71,4,5,1
"912",39,1,47,1,5,1
"913",39,1,72,2,5,2
"914",39,1,22,1,5,1
"915",39,1,57,2,5,3
"916",39,1,76,2,4,NA
"917",39,1,53,2,5,3
"918",39,1,39,1,5,1
"919",39,1,46,NA,NA,NA
"920",39,1,62,2,5,3
"921",39,1,43,3,5,1
"922",39,1,70,2,5,1
"923",39,2,28,NA,NA,NA
"924",39,1,45,1,5,1
"925",39,1,50,3,5,1
"926",39,1,68,1,5,3
"927",39,1,55,3,5,2
"928",39,2,62,4,NA,NA
"929",39,1,44,1,5,3
"930",39,2,45,4,NA,NA
"931",39,1,57,1,5,1
"932",39,1,89,2,5,2
"933",39,1,63,3,5,1
"934",39,1,71,1,5,3
"935",39,1,41,2,5,1
"936",39,1,55,NA,NA,NA
"937",39,1,59,2,5,1
"938",39,1,59,2,5,1
"939",39,1,27,1,5,1
"940",39,1,43,NA,NA,NA
"941",39,1,44,1,5,1
"942",39,1,33,2,5,1
"943",39,1,22,1,5,3
"944",39,1,52,NA,NA,NA
"945",39,1,73,3,5,1
"946",39,1,23,2,5,1
"947",39,1,43,1,5,1
"948",39,1,55,3,5,2
"949",39,1,50,3,5,1
"950",39,1,59,2,5,1
"951",39,1,49,3,5,1
"952",39,1,51,4,5,1
"953",39,1,44,1,5,1
"954",39,1,53,1,5,1
"955",39,1,54,3,5,2
"956",39,1,33,1,5,1
"957",39,1,61,2,5,2
"958",39,1,32,1,5,1
"959",39,1,69,NA,NA,NA
"960",39,1,22,1,5,1
"961",39,1,38,4,5,1
"962",39,1,55,3,5,1
"963",39,1,20,3,5,3
"964",39,1,28,1,5,2
"965",39,1,52,3,5,1
"966",39,1,31,1,5,1
"967",39,1,51,1,5,3
"968",39,1,56,1,5,3
"969",39,1,30,1,1,NA
"970",39,1,63,1,5,3
"971",39,1,31,4,5,1
"972",39,1,36,3,5,2
"973",39,1,52,1,5,1
"974",39,1,54,2,5,1
"975",39,1,61,1,5,3
"976",39,1,76,2,5,3
"977",39,1,37,1,5,2
"978",39,1,27,2,5,1
"979",39,1,74,3,5,3
"980",39,1,36,1,5,1
"981",39,1,75,3,5,2
"982",39,1,66,1,5,2
"983",39,1,43,3,5,1
"984",39,2,27,3,1,NA
"985",39,1,57,2,5,1
"986",39,1,48,2,5,1
"987",39,1,28,3,5,1
"988",39,1,67,1,5,2
"989",39,1,54,1,5,3
"990",39,1,60,3,5,1
"991",39,1,26,3,5,3
"992",39,1,34,1,5,1
"993",39,1,46,NA,NA,NA
"994",39,1,31,1,5,2
"995",39,1,61,1,5,2
"996",39,1,80,3,5,3
"997",39,1,58,1,5,2
"998",39,1,29,3,5,1
"999",39,1,71,1,5,3
"1000",39,1,78,1,5,3
"1001",39,1,62,3,5,3
"1002",39,1,72,2,5,1
"1003",39,1,55,1,5,1
"1004",39,1,63,NA,NA,NA
"1005",39,1,27,4,5,1
"1006",39,1,33,1,5,1
"1007",39,1,28,NA,NA,NA
"1008",39,2,52,3,NA,NA
"1009",39,1,32,NA,NA,NA
"1010",39,1,66,NA,NA,NA
"1011",39,1,58,1,5,2
"1012",39,1,60,NA,NA,NA
"1013",39,1,27,NA,NA,NA
"1014",39,1,64,1,5,3
"1015",39,1,49,3,5,3
"1016",39,1,43,3,5,3
"1017",39,1,22,2,5,1
"1018",39,1,23,1,5,1
"1019",39,1,77,2,5,3
"1020",39,1,69,2,5,1
"1021",39,1,70,1,5,3
"1022",39,1,22,NA,NA,NA
"1023",39,1,36,1,5,1
"1024",39,1,37,1,5,1
"1025",39,2,48,4,NA,NA
"1026",39,1,43,NA,NA,NA
"1027",39,1,38,NA,NA,NA
"1028",39,1,30,3,5,3
"1029",39,1,26,1,5,1
"1030",39,1,61,1,5,3
"1031",39,1,34,NA,NA,NA
"1032",39,1,35,1,5,2
"1033",39,1,22,NA,NA,NA
"1034",39,1,31,1,5,3
"1035",39,1,63,1,5,3
"1036",39,1,79,3,5,3
"1037",39,1,54,2,5,1
"1038",39,1,57,1,5,3
"1039",39,1,51,2,5,3
"1040",39,2,36,1,NA,NA
"1041",39,1,23,NA,NA,NA
"1042",39,1,35,2,5,1
"1043",39,1,74,NA,NA,NA
"1044",39,1,40,NA,NA,NA
"1045",39,1,31,2,5,1
"1046",39,1,60,1,5,1
"1047",39,1,68,1,5,2
"1048",39,1,30,NA,NA,NA
"1049",39,1,33,1,5,2
"1050",39,1,70,3,5,1
"1051",39,1,41,NA,NA,NA
"1052",39,2,51,3,NA,NA
"1053",39,3,84,3,1,NA
"1054",39,2,50,NA,NA,NA
"1055",39,2,28,4,NA,NA
"1056",39,1,63,1,5,3
"1057",39,1,27,4,3,NA
"1058",39,1,42,NA,NA,NA
"1059",39,1,36,3,5,1
"1060",39,1,47,3,5,1
"1061",39,1,25,NA,NA,NA
"1062",39,1,43,2,5,1
"1063",39,1,54,3,3,NA
"1064",39,1,43,2,5,1
"1065",39,1,41,1,5,1
"1066",39,1,41,1,5,1
"1067",39,1,58,2,5,2
"1068",39,1,52,1,5,1
"1069",39,1,71,3,5,1
"1070",39,1,55,3,5,3
"1071",39,1,72,2,5,1
"1072",39,1,44,NA,NA,NA
"1073",39,1,49,2,5,1
"1074",39,1,42,3,5,3
"1075",39,1,37,1,5,1
"1076",39,1,49,NA,NA,NA
"1077",39,1,37,NA,NA,NA
"1078",39,1,45,1,5,1
"1079",39,1,75,NA,NA,NA
"1080",39,1,41,1,5,3
"1081",39,1,61,1,5,3
"1082",39,1,60,1,5,1
"1083",39,1,69,3,5,1
"1084",39,1,41,3,NA,NA
"1085",39,1,62,2,5,1
"1086",39,1,68,2,5,2
"1087",39,1,53,NA,NA,NA
"1088",39,1,19,2,5,3
"1089",39,1,29,NA,NA,NA
"1090",39,1,28,NA,NA,NA
"1091",39,1,41,1,5,2
"1092",39,1,48,1,5,3
"1093",39,1,36,NA,NA,NA
"1094",39,1,45,1,5,3
"1095",39,1,41,1,5,2
"1096",39,1,72,1,5,1
"1097",39,1,52,2,5,1
"1098",39,2,51,4,NA,NA
"1099",39,1,41,NA,NA,NA
"1100",39,1,87,1,5,3
"1101",39,1,41,2,3,NA
"1102",39,1,32,1,5,3
"1103",39,1,20,NA,NA,NA
"1104",39,1,89,NA,NA,NA
"1105",39,2,28,NA,NA,NA
"1106",39,1,43,NA,NA,NA
"1107",39,1,43,2,2,NA
"1108",39,1,56,NA,NA,NA
"1109",39,1,44,NA,NA,NA
"1110",39,1,61,2,5,1
"1111",39,1,41,NA,NA,NA
"1112",39,1,34,1,2,NA
"1113",39,1,43,NA,NA,NA
"1114",39,1,67,2,5,2
"1115",39,1,44,2,5,2
"1116",39,1,23,1,5,3
"1117",39,1,49,1,5,3
"1118",39,1,45,3,5,3
"1119",39,1,55,1,5,3
"1120",39,1,45,1,5,3
"1121",39,1,72,3,5,3
"1122",39,1,70,1,5,3
"1123",39,1,58,1,5,1
"1124",39,1,40,2,5,3
"1125",39,1,26,1,5,3
"1126",39,1,37,1,5,1
"1127",39,1,48,NA,NA,NA
"1128",39,2,30,NA,NA,NA
"1129",39,1,19,3,5,1
"1130",39,1,32,NA,NA,NA
"1131",39,1,56,1,5,1
"1132",39,1,46,3,5,1
"1133",39,1,68,2,5,1
"1134",39,1,52,2,5,1
"1135",39,1,40,2,5,3
"1136",39,1,56,1,5,2
"1137",39,1,79,2,5,1
"1138",39,1,29,3,5,3
"1139",39,2,33,3,NA,NA
"1140",39,1,60,1,5,1
"1141",39,1,62,NA,NA,NA
"1142",39,1,27,NA,NA,NA
"1143",39,1,22,1,5,3
"1144",39,1,46,2,5,1
"1145",39,1,25,3,5,3
"1146",39,1,30,1,5,1
"1147",39,1,36,NA,NA,NA
"1148",39,1,37,3,5,1
"1149",39,2,20,3,NA,NA
"1150",39,1,40,3,5,2
"1151",39,1,31,1,5,1
"1152",39,1,57,3,5,1
"1153",39,1,30,3,5,1
"1154",39,1,72,1,5,3
"1155",39,1,32,NA,NA,NA
"1156",39,1,69,1,5,1
"1157",39,2,32,3,NA,NA
"1158",39,1,42,1,5,2
"1159",39,1,45,NA,NA,NA
"1160",39,1,27,1,3,NA
"1161",39,1,31,2,5,1
"1162",39,1,25,NA,NA,NA
"1163",39,1,43,1,5,1
"1164",39,1,44,1,5,3
"1165",39,2,28,1,NA,NA
"1166",39,1,41,3,2,NA
"1167",39,2,39,1,NA,NA
"1168",39,2,53,3,NA,NA
"1169",39,1,40,NA,NA,NA
"1170",39,1,51,3,5,3
"1171",39,1,36,1,5,2
"1172",39,1,45,NA,NA,NA
"1173",39,1,25,NA,NA,NA
"1174",39,1,60,3,5,3
"1175",39,1,68,2,5,2
"1176",39,1,50,NA,NA,NA
"1177",39,1,56,1,5,1
"1178",39,1,58,2,5,1
"1179",39,1,36,1,5,1
"1180",39,1,59,3,5,1
"1181",39,1,57,1,5,1
"1182",39,2,58,4,NA,NA
"1183",39,2,36,1,NA,NA
"1184",39,1,23,2,5,1
"1185",39,1,32,2,5,1
"1186",39,1,49,2,5,1
"1187",39,1,62,3,5,3
"1188",39,1,60,3,5,3
"1189",39,1,36,1,1,NA
"1190",39,1,38,1,5,1
"1191",39,1,37,1,5,2
"1192",39,2,77,3,5,1
"1193",39,2,34,3,NA,NA
"1194",39,1,37,1,5,3
"1195",39,1,48,2,5,1
"1196",39,1,49,NA,NA,NA
"1197",39,1,33,1,5,1
"1198",39,1,35,3,5,1
"1199",39,1,50,1,5,3
"1200",39,2,48,1,NA,NA
"1201",39,2,69,2,5,1
"1202",39,1,52,2,5,2
"1203",39,1,70,2,5,3
"1204",39,1,58,3,5,1
"1205",39,1,73,1,5,2
"1206",39,1,33,2,5,3
"1207",39,1,60,1,5,2
"1208",39,1,54,1,5,1
"1209",39,2,33,NA,NA,NA
"1210",39,2,34,NA,NA,NA
"1211",39,1,27,1,5,1
"1212",39,1,29,NA,NA,NA
"1213",39,1,19,NA,NA,NA
"1214",39,1,35,NA,NA,NA
"1215",39,1,50,3,5,2
"1216",39,1,58,1,5,3
"1217",39,1,28,NA,NA,NA
"1218",39,2,47,NA,NA,NA
"1219",39,1,34,2,5,1
"1220",39,1,29,1,5,3
"1221",39,1,40,2,5,1
"1222",39,1,55,2,5,1
"1223",39,1,42,1,5,1
"1224",39,1,33,NA,NA,NA
"1225",39,1,21,3,3,NA
"1226",39,1,27,1,5,1
"1227",39,1,49,NA,NA,NA
"1228",39,3,55,1,1,NA
"1229",39,1,21,2,5,1
"1230",39,1,40,1,5,2
"1231",39,1,32,NA,NA,NA
"1232",39,1,40,3,5,1
"1233",39,2,54,4,4,4
"1234",39,1,62,1,5,2
"1235",39,1,51,1,5,2
"1236",39,2,60,1,NA,NA
"1237",39,1,21,1,5,2
"1238",39,1,36,4,5,3
"1239",39,1,69,2,5,3
"1240",39,1,36,3,5,1
"1241",39,1,51,1,5,1
"1242",39,1,21,3,1,NA
"1243",39,1,45,1,5,1
"1244",39,1,38,2,5,1
"1245",39,2,27,4,NA,NA
"1246",39,1,22,NA,NA,NA
"1247",39,1,51,1,5,3
"1248",39,1,44,3,5,1
"1249",39,1,58,1,5,2
"1250",39,2,22,NA,NA,NA
"1251",39,2,61,1,NA,NA
"1252",39,1,53,1,5,2
"1253",39,1,23,NA,NA,NA
"1254",39,1,54,2,5,1
"1255",39,1,59,NA,NA,NA
"1256",39,1,76,2,5,1
"1257",39,1,58,NA,NA,NA
"1258",39,1,57,NA,NA,NA
"1259",39,1,56,2,5,1
"1260",39,1,35,2,5,1
"1261",39,1,64,4,5,1
"1262",39,1,69,NA,NA,NA
"1263",39,1,48,NA,NA,NA
"1264",39,2,62,3,NA,NA
"1265",39,1,75,2,5,1
"1266",39,1,55,2,5,1
"1267",39,1,33,1,5,2
"1268",39,1,56,1,5,1
"1269",39,2,35,3,NA,NA
"1270",39,1,34,1,5,1
"1271",39,1,58,NA,NA,NA
"1272",39,1,29,2,5,3
"1273",39,1,66,1,5,2
"1274",39,1,20,3,1,NA
"1275",39,1,59,1,5,2
"1276",39,2,55,1,5,1
"1277",39,2,29,4,1,NA
"1278",39,1,41,1,5,1
"1279",39,2,35,NA,NA,NA
"1280",39,1,67,2,5,1
"1281",39,2,19,1,NA,NA
"1282",39,1,36,4,5,1
"1283",39,1,54,3,5,3
"1284",39,1,44,4,5,1
"1285",39,1,35,1,5,3
"1286",39,1,59,2,5,1
"1287",39,1,33,NA,NA,NA
"1288",39,1,38,1,5,3
"1289",39,2,34,4,NA,NA
"1290",39,2,31,3,NA,NA
"1291",39,1,27,NA,NA,NA
"1292",39,1,64,3,5,3
"1293",39,2,61,3,NA,NA
"1294",39,1,48,4,5,1
"1295",39,1,28,1,5,1
"1296",39,1,63,2,5,2
"1297",39,1,32,1,5,3
"1298",39,1,47,1,5,3
"1299",39,1,36,1,3,NA
"1300",39,1,46,3,5,1
"1301",39,1,44,3,5,3
"1302",39,1,54,1,5,1
"1303",39,1,30,NA,NA,NA
"1304",39,1,44,3,5,3
"1305",39,1,59,1,5,2
"1306",39,1,61,1,5,1
"1307",39,1,50,3,5,1
"1308",39,1,38,1,5,2
"1309",39,1,42,3,5,3
"1310",39,1,37,3,5,1
"1311",39,1,55,1,5,1
"1312",39,3,29,1,NA,NA
"1313",39,2,36,3,NA,NA
"1314",39,1,27,4,5,1
"1315",39,1,36,3,5,3
"1316",39,1,49,1,5,1
"1317",39,1,47,3,5,2
"1318",39,1,34,NA,NA,NA
"1319",39,1,36,3,1,NA
"1320",39,1,33,1,5,3
"1321",39,1,39,NA,NA,NA
"1322",39,2,35,NA,NA,NA
"1323",39,1,61,3,5,1
"1324",39,1,26,3,3,NA
"1325",39,1,65,2,5,3
"1326",39,2,38,1,NA,NA
"1327",39,1,51,1,5,3
"1328",39,1,47,2,5,1
"1329",39,1,67,NA,NA,NA
"1330",39,1,61,1,5,3
"1331",39,1,65,1,5,3
"1332",39,1,67,1,5,3
"1333",39,1,58,1,5,1
"1334",39,1,46,NA,NA,NA
"1335",39,2,80,3,NA,NA
"1336",39,1,57,1,5,3
"1337",39,1,43,3,5,1
"1338",39,2,63,3,NA,NA
"1339",39,2,35,NA,NA,NA
"1340",39,1,36,2,5,1
"1341",39,1,80,1,5,2
"1342",39,1,51,3,5,3
"1343",39,1,54,3,5,3
"1344",39,1,52,2,5,1
"1345",39,1,28,3,5,1
"1346",39,1,22,1,5,3
"1347",39,1,39,1,5,3
"1348",39,1,36,3,5,1
"1349",39,1,62,3,5,3
"1350",39,1,32,3,5,1
"1351",39,1,31,3,5,3
"1352",39,1,32,1,3,NA
"1353",39,1,24,1,5,1
"1354",39,1,38,3,5,1
"1355",39,2,37,3,NA,NA
"1356",39,1,34,2,5,3
"1357",39,1,43,NA,NA,NA
"1358",39,1,38,1,5,1
"1359",39,1,64,2,5,1
"1360",39,1,52,3,5,1
"1361",39,1,45,2,5,2
"1362",39,1,46,1,5,3
"1363",39,1,38,1,5,1
"1364",39,1,52,3,5,1
"1365",39,2,28,1,NA,NA
"1366",39,1,40,NA,NA,NA
"1367",39,1,39,1,5,1
"1368",39,1,54,2,1,NA
"1369",39,1,40,2,5,1
"1370",39,1,63,1,5,3
"1371",39,1,26,1,5,1
"1372",39,1,44,1,5,1
"1373",39,1,41,3,5,3
"1374",39,1,31,2,5,1
"1375",39,2,21,NA,NA,NA
"1376",39,1,32,1,5,1
"1377",39,1,23,NA,NA,NA
"1378",39,1,71,3,3,NA
"1379",39,1,57,2,5,1
"1380",39,1,40,2,5,1
"1381",39,1,63,1,5,1
"1382",39,2,64,3,NA,NA
"1383",39,1,55,3,1,NA
"1384",39,1,52,NA,NA,NA
"1385",39,1,51,1,5,2
"1386",39,1,26,2,5,1
"1387",39,1,57,1,5,3
"1388",39,1,19,NA,NA,NA
"1389",39,1,59,3,5,2
"1390",39,1,75,2,5,1
"1391",39,1,47,1,5,1
"1392",39,1,62,1,5,1
"1393",39,1,24,1,2,NA
"1394",39,1,71,1,5,1
"1395",39,3,30,NA,NA,NA
"1396",39,1,70,3,5,3
"1397",39,1,70,3,5,3
"1398",39,1,58,3,5,3
"1399",39,1,48,NA,NA,NA
"1400",39,1,40,1,5,3
"1401",39,2,36,4,NA,NA
"1402",39,1,36,1,5,1
"1403",39,1,56,1,5,3
"1404",39,1,37,NA,NA,NA
"1405",39,1,81,1,5,3
"1406",39,1,28,NA,NA,NA
"1407",39,2,41,1,NA,NA
"1408",39,1,46,1,5,2
"1409",39,1,43,1,5,1
"1410",39,1,55,3,5,3
"1411",39,1,48,3,5,1
"1412",39,1,46,3,5,3
"1413",39,1,73,2,5,1
"1414",39,1,22,2,5,1
"1415",39,1,43,1,5,1
"1416",39,1,58,1,5,1
"1417",39,1,37,3,5,1
"1418",39,1,69,2,5,1
"1419",39,1,22,2,5,1
"1420",39,1,31,2,5,1
"1421",39,1,21,NA,NA,NA
"1422",39,1,43,3,5,1
"1423",39,1,41,1,5,2
"1424",39,1,31,1,5,1
"1425",39,1,40,1,5,3
"1426",39,1,59,2,5,1
"1427",39,1,55,1,5,3
"1428",39,1,65,3,5,3
"1429",39,2,39,NA,NA,NA
"1430",39,1,37,2,5,1
"1431",39,1,60,2,5,1
"1432",39,1,81,2,5,3
"1433",39,1,19,3,5,1
"1434",39,1,44,1,5,1
"1435",39,1,51,2,5,1
"1436",39,1,33,1,4,1
"1437",39,1,52,2,5,1
"1438",39,1,64,3,5,3
"1439",39,1,42,NA,NA,NA
"1440",39,1,59,1,5,3
"1441",39,1,74,1,5,1
"1442",39,1,21,2,5,3
"1443",39,2,51,3,NA,NA
"1444",39,1,58,3,5,1
"1445",39,1,60,3,5,2
"1446",39,1,60,1,5,1
"1447",39,1,82,2,5,3
"1448",39,1,46,3,5,3
"1449",39,3,22,NA,NA,NA
"1450",39,1,41,1,5,3
"1451",39,1,75,2,5,1
"1452",39,1,42,2,5,1
"1453",39,1,54,1,5,3
"1454",39,1,71,3,5,1
"1455",39,1,35,NA,NA,NA
"1456",39,1,24,2,3,NA
"1457",39,1,42,3,5,1
"1458",39,1,32,3,5,1
"1459",39,1,40,3,5,3
"1460",39,1,56,1,5,1
"1461",39,1,27,1,5,2
"1462",39,1,34,NA,NA,NA
"1463",39,1,43,1,5,3
"1464",39,2,35,3,NA,NA
"1465",39,1,49,2,5,1
"1466",39,1,20,NA,NA,NA
"1467",39,1,57,2,5,1
"1468",39,1,37,1,5,3
"1469",39,2,27,NA,NA,NA
"1470",39,1,37,3,5,1
"1471",39,2,19,NA,NA,NA
"1472",39,2,35,1,NA,NA
"1473",39,1,43,2,5,3
"1474",39,1,58,1,5,1
"1475",39,1,23,1,5,2
"1476",39,2,31,NA,NA,NA
"1477",39,1,39,1,5,3
"1478",39,1,34,2,5,3
"1479",39,1,77,3,5,3
"1480",39,1,34,NA,NA,NA
"1481",39,2,29,NA,NA,NA
"1482",39,1,34,1,1,NA
"1483",39,1,65,1,5,3
"1484",39,1,61,1,5,1
"1485",39,1,60,2,5,1
"1486",39,1,57,1,5,2
"1487",39,1,26,3,5,2
"1488",39,1,38,NA,NA,NA
"1489",39,1,44,2,5,1
"1490",39,1,74,NA,NA,NA
"1491",39,2,57,3,NA,NA
"1492",39,1,34,1,5,1
"1493",39,1,28,2,1,NA
"1494",39,1,20,3,5,1
"1495",39,1,32,1,5,2
"1496",39,1,29,2,5,3
"1497",39,1,78,1,5,2
"1498",39,2,49,4,NA,NA
"1499",39,1,35,2,5,1
"1500",39,1,31,2,5,3
"1501",39,1,35,2,5,3
"1502",39,1,76,1,5,1
"1503",39,2,20,NA,NA,NA
"1504",39,2,24,NA,NA,NA
"1505",39,1,55,3,5,1
"1506",39,1,57,2,5,3
"1507",39,1,61,2,5,1
"1508",39,1,33,NA,NA,NA
"1509",39,1,32,1,5,1
"1510",39,1,60,2,5,3
"1511",39,1,27,1,5,1
"1512",39,1,32,1,5,3
"1513",39,1,21,1,5,1
"1514",39,1,67,1,5,3
"1515",39,1,70,1,5,3
"1516",39,1,73,2,5,3
"1517",39,1,35,3,5,2
"1518",39,1,20,2,5,3
"1519",39,2,20,1,NA,NA
"1520",39,1,48,NA,NA,NA
"1521",39,1,29,2,5,1
"1522",39,1,65,3,5,2
"1523",39,1,21,1,5,1
"1524",39,1,41,1,5,2
"1525",39,1,33,3,5,3
"1526",39,1,65,1,5,2
"1527",39,1,22,2,2,NA
"1528",39,1,63,NA,NA,NA
"1529",39,1,63,1,5,3
"1530",39,1,67,1,5,3
"1531",39,1,26,1,5,1
"1532",39,1,23,NA,NA,NA
"1533",39,1,29,1,5,1
"1534",39,1,31,3,5,2
"1535",39,1,28,1,5,3
"1536",39,1,23,NA,NA,NA
"1537",39,1,33,NA,NA,NA
"1538",39,1,49,3,5,2
"1539",39,1,54,1,5,3
"1540",39,1,32,1,5,1
"1541",39,1,64,1,1,NA
"1542",39,1,37,3,1,NA
"1543",39,1,48,2,5,3
"1544",39,1,50,2,5,1
"1545",39,1,54,NA,NA,NA
"1546",39,1,49,1,5,1
"1547",39,2,21,NA,NA,NA
"1548",39,1,59,2,5,3
"1549",39,1,57,2,5,1
"1550",39,1,44,2,5,1
"1551",39,1,62,1,5,1
"1552",39,2,55,NA,NA,NA
"1553",39,1,42,3,5,1
"1554",39,1,23,1,5,1
"1555",39,1,69,3,5,3
"1556",39,2,39,4,NA,NA
"1557",39,1,34,1,3,NA
"1558",39,1,28,2,5,1
"1559",39,1,63,1,5,1
"1560",39,1,50,1,5,2
"1561",39,1,56,2,5,1
"1562",39,1,50,2,5,3
"1563",39,1,68,2,5,3
"1564",39,3,46,NA,NA,NA
"1565",39,1,64,3,5,1
"1566",39,1,68,1,5,1
"1567",39,1,53,2,5,3
"1568",39,1,40,2,5,1
"1569",39,1,40,1,5,1
"1570",39,2,48,NA,NA,NA
"1571",39,1,45,1,5,1
"1572",39,1,52,1,5,1
"1573",39,1,28,2,1,NA
"1574",39,1,40,1,5,1
"1575",39,1,38,2,5,2
"1576",39,1,52,2,5,1
"1577",39,1,56,2,5,1
"1578",39,1,29,2,5,1
"1579",39,1,21,1,5,3
"1580",39,2,28,3,NA,NA
"1581",39,1,29,1,5,3
"1582",39,1,31,3,5,3
"1583",39,1,27,1,5,1
"1584",39,1,50,1,5,3
"1585",39,1,38,1,5,3
"1586",39,1,22,NA,NA,NA
"1587",39,1,46,3,5,3
"1588",39,1,59,1,5,3
"1589",39,1,74,3,5,2
"1590",39,1,30,2,5,1
"1591",39,1,37,NA,NA,NA
"1592",39,1,61,1,5,1
"1593",39,1,32,4,5,3
"1594",39,2,23,1,5,2
"1595",39,2,20,NA,NA,NA
"1596",39,1,72,1,5,2
"1597",39,2,51,1,NA,NA
"1598",39,1,43,3,5,1
"1599",39,1,28,NA,NA,NA
"1600",39,1,31,1,5,1
"1601",39,1,26,1,5,3
"1602",39,1,50,2,5,3
"1603",39,1,25,3,5,1
"1604",39,1,26,1,1,NA
"1605",39,1,20,NA,NA,NA
"1606",39,1,35,NA,NA,NA
"1607",39,1,56,3,5,3
"1608",39,1,38,NA,NA,NA
"1609",39,1,36,2,4,2
"1610",39,1,50,1,5,1
"1611",39,1,70,2,5,3
"1612",39,1,52,3,5,1
"1613",39,1,49,4,5,3
"1614",39,2,21,NA,NA,NA
"1615",39,1,61,NA,NA,NA
"1616",39,1,20,NA,NA,NA
"1617",39,1,51,4,5,1
"1618",39,1,60,2,5,1
"1619",39,1,55,2,5,3
"1620",39,1,51,1,5,1
"1621",39,1,52,2,5,1
"1622",39,1,34,1,5,2
"1623",39,1,54,2,5,1
"1624",39,1,36,3,5,3
"1625",39,1,20,NA,NA,NA
"1626",39,1,78,3,5,2
"1627",39,1,28,1,5,2
"1628",39,3,35,NA,NA,NA
"1629",39,1,40,2,5,1
"1630",39,1,70,1,5,3
"1631",39,1,34,1,1,NA
"1632",39,1,47,2,2,NA
"1633",39,1,24,1,5,1
"1634",39,1,33,1,1,NA
"1635",39,1,57,1,5,1
"1636",39,2,65,NA,NA,NA
"1637",39,1,57,3,5,1
"1638",39,1,70,3,5,2
"1639",39,1,63,NA,NA,NA
"1640",39,1,57,2,5,3
"1641",39,1,59,NA,NA,NA
"1642",39,1,21,4,5,1
"1643",39,1,41,3,5,1
"1644",39,1,57,3,5,2
"1645",39,1,69,2,5,1
"1646",39,1,71,1,5,1
"1647",39,1,30,NA,NA,NA
"1648",39,1,55,3,5,3
"1649",39,1,26,NA,NA,NA
"1650",39,1,25,NA,NA,NA
"1651",39,1,43,2,5,3
"1652",39,1,65,2,5,2
"1653",39,1,72,2,5,3
"1654",39,1,53,1,5,1
"1655",39,1,81,2,5,1
"1656",39,1,28,NA,NA,NA
"1657",39,1,34,1,5,1
"1658",39,1,53,2,5,1
"1659",39,2,36,NA,NA,NA
"1660",39,1,73,1,5,3
"1661",39,1,23,NA,NA,NA
"1662",39,2,41,2,NA,NA
"1663",39,1,53,NA,NA,NA
"1664",39,1,28,NA,NA,NA
"1665",39,1,44,2,5,1
"1666",39,1,65,3,5,1
"1667",39,1,23,NA,NA,NA
"1668",39,1,39,NA,NA,NA
"1669",39,2,33,NA,NA,NA
"1670",39,1,20,NA,NA,NA
"1671",39,1,32,NA,NA,NA
"1672",39,2,62,3,5,2
"1673",39,2,60,4,NA,NA
"1674",39,1,70,2,5,3
"1675",39,1,61,NA,NA,NA
"1676",39,1,39,NA,NA,NA
"1677",39,3,26,NA,NA,NA
"1678",39,1,37,NA,NA,NA
"1679",39,1,44,NA,NA,NA
"1680",39,1,66,2,5,3
"1681",39,1,67,2,5,1
"1682",39,1,60,1,5,2
"1683",39,1,53,1,5,3
"1684",39,1,34,NA,NA,NA
"1685",39,1,59,1,5,2
"1686",39,2,76,3,NA,NA
"1687",39,2,58,2,NA,NA
"1688",39,1,63,1,5,3
"1689",39,1,35,2,5,3
"1690",39,1,61,2,5,1
"1691",39,1,25,1,5,1
"1692",39,1,57,3,5,2
"1693",39,1,60,1,5,3
"1694",39,1,35,1,5,1
"1695",39,1,56,1,5,3
"1696",39,1,35,3,5,1
"1697",39,1,29,NA,NA,NA
"1698",39,1,39,1,5,1
"1699",39,1,30,3,5,3
"1700",39,1,27,NA,NA,NA
"1701",39,2,60,NA,NA,NA
"1702",39,2,29,NA,NA,NA
"1703",39,1,73,3,NA,NA
"1704",39,1,61,2,5,3
"1705",39,1,33,1,5,3
"1706",39,1,27,1,5,1
"1707",39,1,42,2,5,3
"1708",39,1,64,4,5,3
"1709",39,1,32,NA,NA,NA
"1710",39,1,36,3,1,NA
"1711",39,1,27,1,4,4
"1712",39,1,33,NA,NA,NA
"1713",39,1,32,1,5,1
"1714",39,1,21,3,5,3
"1715",39,1,62,1,5,1
"1716",39,1,63,1,3,NA
"1717",39,1,23,NA,NA,NA
"1718",39,1,30,2,5,1
"1719",39,1,44,3,1,NA
"1720",39,2,47,3,2,NA
"1721",39,1,55,3,5,1
"1722",39,1,55,3,5,1
"1723",39,1,61,NA,NA,NA
"1724",39,1,65,2,5,3
"1725",39,1,25,NA,NA,NA
"1726",39,1,35,1,2,NA
"1727",39,1,26,NA,NA,NA
"1728",39,2,59,3,NA,NA
"1729",39,1,49,NA,NA,NA
"1730",39,2,22,NA,NA,NA
"1731",39,2,26,3,NA,NA
"1732",39,1,35,1,5,3
"1733",39,1,73,NA,NA,NA
"1734",39,1,70,3,5,1
"1735",39,1,22,1,5,1
"1736",39,1,29,1,5,1
"1737",39,1,49,1,5,1
"1738",39,1,49,4,5,1
"1739",39,1,33,1,2,NA
"1740",39,1,51,1,1,NA
"1741",39,1,53,2,5,3
"1742",39,1,29,NA,NA,NA
"1743",39,1,43,1,5,1
