age,CCESpercent,CCESN,VoterRegPercent,VoterRegN,CCESminusVoterReg
23,0.906047516198704,3704,0.43736103544240423,135826,0.4686864807562998
24,0.6564171122994652,1496,0.47204677364288156,140592,0.18437033865658364
25,0.33794056668970285,2894,0.449553830427936,144788,-0.11161326373823316
26,0.7883070102521474,3609,0.45128604309401904,149023,0.3370209671581284
27,0.6013422818791946,2235,0.47356010100335344,149698,0.12778218087584114
28,0.8777748060978872,3739,0.47018583577974715,145451,0.40758897031814
29,0.572188719404044,2819,0.4742318356722499,141376,0.09795688373179412
30,0.8935185185185185,2808,0.4909047093961545,136939,0.402613809122364
31,0.7896924355777224,3609,0.50646622611607806,133772,0.28322620946164434
32,0.6908247054623349,2801,0.517822714433036,133818,0.17300199102929892
33,0.8184494602551521,3057,0.5299944334723694,131141,0.2884550267827827
34,0.8327974276527331,2799,0.5553929013167165,127742,0.27740452633601664
35,0.8916372202591284,3396,0.5746731698282116,129578,0.3169640504309168
36,0.796045197740113,1770,0.5885082613960392,128005,0.20753693634407377
37,0.9123186168570546,3239,0.5960571468052602,130261,0.3162614700517944
38,0.8598958333333333,3840,0.6177885936334734,127385,0.24210723969985992
39,0.8666167103784189,2669,0.6339739523695765,121393,0.23264275800884238
40,0.574611748818366,2962,0.6420525345162738,120378,-0.06744078569790779
41,0.7953367875647669,2316,0.6506281232648529,115264,0.14470866429991402
42,0.8856447688564477,1233,0.6615009771762619,116151,0.22414379168018583
43,1.0,1653,0.6742080672124823,116645,0.3257919327875177
44,0.8782759367554689,4617,0.6816012542641535,116084,0.19667468249131537
45,0.8618402076723392,3467,0.6879904385097263,121320,0.17384976916261285
46,0.8216704288939052,3101,0.7032390853640215,133124,0.11843134352988371
47,0.8910941475826972,3930,0.7139855443957457,138493,0.17710860318695154
48,0.7306172088780785,3289,0.721552430987883,131716,0.009064777890195441
49,0.933382862803368,4038,0.7289509791692653,128272,0.2044318836341027
50,0.8461975028376845,1762,0.7401506373117034,127724,0.10604686552598108
51,0.910394265232975,1674,0.7459096984314749,130186,0.16448456680150003
52,0.9179761156505343,3182,0.7518155748389259,134255,0.16616054081160836
53,0.9418674698795181,3320,0.7620537499386176,142549,0.17981371994090045
54,0.9164705882352941,4250,0.7706532281870704,142278,0.14581736004822377
55,0.9285929496836397,3319,0.7759258871996487,143457,0.15266706248399098
56,0.9042061755409677,4113,0.78597513965347,147866,0.11823103588749773
57,0.8212631578947368,4750,0.7906722240611763,148031,0.030590933833560485
58,0.7483302975106254,3294,0.7982770316103649,147420,-0.04994673409973949
59,0.8173374613003096,3553,0.8075506008318688,147379,0.009786860468440794
60,0.83283132530120485,5312,0.8139867333783125,149699,0.01884459192289234
61,0.7991735537190082,3630,0.8218333183518527,144623,-0.02265976463284447
62,0.8335463258785942,3130,0.8297374915215101,138586,0.003808834357084123
63,0.9766392354658879,3767,0.8355477855477855,137280,0.1410914499181024
64,0.8601573676680973,2796,0.8431290264922793,128679,0.017028341175817974
65,0.8361316319677636,4467,0.848837761286137,126394,-0.012706129318373338
66,0.8810888252148997,3490,0.8530275588624014,122574,0.028061266352498282
67,0.9741170126718792,3709,0.857203166226913,113700,0.11691384644496627
68,0.8844531908912004,3557,0.8652791536937446,113056,0.019174037197455807
69,0.8505154639175257,3104,0.8680028974079201,109063,-0.01748743349039439
70,0.9323274905702241,4507,0.8764885146561443,113536,0.055838975914079825
71,0.9381848253049411,4837,0.8797741751696276,96535,0.058410650135313436
72,0.907669616519174,3390,0.8767139764253067,74826,0.03095564009386731
73,0.8692682926829268,3075,0.8817772317772318,73260,-0.01250893909430495
74,0.9318965517241379,3480,0.8854064128309118,76191,0.04649013889322606
75,0.9296482412060302,2985,0.8889007285853191,75077,0.04074751262071108
76,0.9630383180739234,2949,0.8887699062246631,65369,0.07426841184926025
77,0.9268585131894485,1668,0.8886986591629515,58993,0.03815985402649691
78,0.9697256385998108,2114,0.8902812127873958,54585,0.07944442581241495
79,0.9645704162976085,1129,0.8918749539187495,54252,0.07269546237885904
80,0.9436819687647894,2113,0.8894790849278686,49701,0.054202883836920734
81,0.8312195121951219,1025,0.890901551690273,45821,-0.05968203949515105
82,1.0,618,0.8888785155794142,42845,0.11112148442058578
83,1.0,472,0.8888804917372027,39696,0.11111950826279726
84,1.0,517,0.8818423231775221,35021,0.11815767682247791
85,0.9425051334702259,487,0.8818092952990314,33759,0.060695838171194505
86,1.0,169,0.8756460154405665,31346,0.12435398455943347
87,1.0,110,0.8752840529340997,29924,0.12471594706590028
88,1.0,114,0.8693646950305546,26019,0.13063530496944542
89,0.7074829931972789,147,0.8603577126542951,23818,-0.15287471945701614
90,1.0,265,0.8547992855128326,21274,0.14520071448716743
